302218.87,173589.39,0
302318.87,173589.39,0
302418.87,173589.39,1
302118.87,173689.39,0
302218.87,173689.39,0
302318.87,173689.39,0
302418.87,173689.39,1
302518.87,173689.39,1
302018.87,173789.39,0
302118.87,173789.39,0
302218.87,173789.39,0
302318.87,173789.39,1
302418.87,173789.39,1
302518.87,173789.39,1
302618.87,173789.39,1
301918.87,173889.39,0
302018.87,173889.39,0
302118.87,173889.39,0
302218.87,173889.39,0
302318.87,173889.39,1
302418.87,173889.39,1
302518.87,173889.39,1
302618.87,173889.39,1
302718.87,173889.39,0
302818.87,173889.39,0
301918.87,173989.39,0
302018.87,173989.39,0
302118.87,173989.39,0
302218.87,173989.39,0
302318.87,173989.39,1
302418.87,173989.39,1
302518.87,173989.39,1
302618.87,173989.39,1
302718.87,173989.39,0
302818.87,173989.39,0
302918.87,173989.39,0
301818.87,174089.39,0
301918.87,174089.39,0
302018.87,174089.39,0
302118.87,174089.39,0
302218.87,174089.39,1
302318.87,174089.39,1
302418.87,174089.39,1
302518.87,174089.39,1
302618.87,174089.39,1
302718.87,174089.39,1
302818.87,174089.39,1
302918.87,174089.39,1
303018.87,174089.39,1
301718.87,174189.39,0
301818.87,174189.39,0
301918.87,174189.39,0
302018.87,174189.39,0
302118.87,174189.39,0
302218.87,174189.39,1
302318.87,174189.39,1
302418.87,174189.39,1
302518.87,174189.39,1
302618.87,174189.39,1
302718.87,174189.39,1
302818.87,174189.39,1
302918.87,174189.39,1
303018.87,174189.39,1
303118.87,174189.39,1
301618.87,174289.39,0
301718.87,174289.39,0
301818.87,174289.39,0
301918.87,174289.39,0
302018.87,174289.39,0
302118.87,174289.39,0
302218.87,174289.39,1
302318.87,174289.39,1
302418.87,174289.39,1
302518.87,174289.39,1
302618.87,174289.39,1
302718.87,174289.39,1
302818.87,174289.39,1
302918.87,174289.39,1
303018.87,174289.39,1
303118.87,174289.39,0
303218.87,174289.39,0
301518.87,174389.39,1
301618.87,174389.39,1
301718.87,174389.39,0
301818.87,174389.39,0
301918.87,174389.39,0
302018.87,174389.39,0
302118.87,174389.39,0
302218.87,174389.39,1
302318.87,174389.39,1
302418.87,174389.39,1
302518.87,174389.39,1
302618.87,174389.39,1
302718.87,174389.39,1
302818.87,174389.39,1
302918.87,174389.39,1
303018.87,174389.39,1
303118.87,174389.39,0
303218.87,174389.39,0
303318.87,174389.39,0
301418.87,174489.39,1
301518.87,174489.39,1
301618.87,174489.39,1
301718.87,174489.39,0
301818.87,174489.39,0
301918.87,174489.39,0
302018.87,174489.39,0
302118.87,174489.39,0
302218.87,174489.39,1
302318.87,174489.39,1
302418.87,174489.39,1
302518.87,174489.39,1
302618.87,174489.39,1
302718.87,174489.39,1
302818.87,174489.39,1
302918.87,174489.39,1
303018.87,174489.39,0
303118.87,174489.39,0
303218.87,174489.39,0
303318.87,174489.39,0
301318.87,174589.39,1
301418.87,174589.39,1
301518.87,174589.39,1
301618.87,174589.39,1
301718.87,174589.39,0
301818.87,174589.39,0
301918.87,174589.39,0
302018.87,174589.39,0
302118.87,174589.39,0
302218.87,174589.39,1
302318.87,174589.39,1
302418.87,174589.39,1
302518.87,174589.39,1
302618.87,174589.39,0
302718.87,174589.39,1
302818.87,174589.39,1
302918.87,174589.39,0
303018.87,174589.39,0
303118.87,174589.39,0
303218.87,174589.39,0
303318.87,174589.39,1
303518.87,174589.39,0
303618.87,174589.39,0
301218.87,174689.39,1
301318.87,174689.39,1
301418.87,174689.39,1
301518.87,174689.39,1
301618.87,174689.39,1
301718.87,174689.39,1
301818.87,174689.39,1
301918.87,174689.39,1
302018.87,174689.39,0
302118.87,174689.39,0
302218.87,174689.39,0
302318.87,174689.39,0
302418.87,174689.39,0
302518.87,174689.39,1
302618.87,174689.39,0
302718.87,174689.39,1
302818.87,174689.39,0
302918.87,174689.39,0
303018.87,174689.39,0
303118.87,174689.39,0
303218.87,174689.39,1
303418.87,174689.39,0
303518.87,174689.39,0
303618.87,174689.39,0
303718.87,174689.39,0
301118.87,174789.39,1
301218.87,174789.39,1
301318.87,174789.39,1
301418.87,174789.39,1
301518.87,174789.39,1
301618.87,174789.39,1
301718.87,174789.39,1
301818.87,174789.39,1
301918.87,174789.39,1
302018.87,174789.39,0
302118.87,174789.39,0
302218.87,174789.39,0
302318.87,174789.39,0
302418.87,174789.39,0
302518.87,174789.39,1
302618.87,174789.39,0
302718.87,174789.39,0
302818.87,174789.39,0
302918.87,174789.39,0
303018.87,174789.39,0
303118.87,174789.39,0
303218.87,174789.39,1
303518.87,174789.39,0
303618.87,174789.39,0
303718.87,174789.39,0
303818.87,174789.39,0
301018.87,174889.39,1
301118.87,174889.39,1
301218.87,174889.39,1
301318.87,174889.39,1
301418.87,174889.39,1
301518.87,174889.39,1
301618.87,174889.39,1
301718.87,174889.39,1
301818.87,174889.39,1
301918.87,174889.39,1
302018.87,174889.39,0
302118.87,174889.39,0
302218.87,174889.39,0
302318.87,174889.39,0
302418.87,174889.39,0
302518.87,174889.39,0
302618.87,174889.39,0
302718.87,174889.39,0
302818.87,174889.39,0
302918.87,174889.39,0
303018.87,174889.39,0
303118.87,174889.39,1
303618.87,174889.39,0
303718.87,174889.39,0
303818.87,174889.39,1
303918.87,174889.39,0
300918.87,174989.39,1
301018.87,174989.39,1
301118.87,174989.39,1
301218.87,174989.39,1
301318.87,174989.39,1
301418.87,174989.39,1
301518.87,174989.39,1
301618.87,174989.39,1
301718.87,174989.39,1
301818.87,174989.39,1
301918.87,174989.39,1
302018.87,174989.39,0
302118.87,174989.39,1
302218.87,174989.39,0
302318.87,174989.39,0
302418.87,174989.39,0
302518.87,174989.39,0
302618.87,174989.39,0
302718.87,174989.39,0
302818.87,174989.39,0
302918.87,174989.39,0
303018.87,174989.39,0
303518.87,174989.39,0
303618.87,174989.39,0
303718.87,174989.39,0
303818.87,174989.39,0
303918.87,174989.39,1
304018.87,174989.39,0
300918.87,175089.39,1
301018.87,175089.39,1
301118.87,175089.39,1
301218.87,175089.39,1
301318.87,175089.39,1
301418.87,175089.39,1
301518.87,175089.39,1
301618.87,175089.39,1
301718.87,175089.39,1
301818.87,175089.39,1
301918.87,175089.39,1
302018.87,175089.39,1
302118.87,175089.39,0
302218.87,175089.39,0
302318.87,175089.39,0
302418.87,175089.39,0
302518.87,175089.39,0
302618.87,175089.39,0
302718.87,175089.39,0
302818.87,175089.39,0
302918.87,175089.39,0
303418.87,175089.39,1
303518.87,175089.39,0
303618.87,175089.39,0
303718.87,175089.39,0
303818.87,175089.39,1
303918.87,175089.39,1
304018.87,175089.39,1
304118.87,175089.39,0
300818.87,175189.39,0
300918.87,175189.39,1
301018.87,175189.39,1
301118.87,175189.39,1
301218.87,175189.39,0
301318.87,175189.39,1
301418.87,175189.39,1
301518.87,175189.39,1
301618.87,175189.39,1
301718.87,175189.39,1
301818.87,175189.39,0
301918.87,175189.39,0
302018.87,175189.39,0
302118.87,175189.39,0
302218.87,175189.39,0
302318.87,175189.39,0
302418.87,175189.39,0
302518.87,175189.39,0
302618.87,175189.39,0
302718.87,175189.39,0
302818.87,175189.39,0
303318.87,175189.39,0
303418.87,175189.39,0
303518.87,175189.39,0
303618.87,175189.39,0
303718.87,175189.39,1
303818.87,175189.39,1
303918.87,175189.39,1
304018.87,175189.39,1
304118.87,175189.39,0
304218.87,175189.39,0
300718.87,175289.39,1
300818.87,175289.39,1
300918.87,175289.39,0
301018.87,175289.39,1
301118.87,175289.39,1
301218.87,175289.39,1
301318.87,175289.39,0
301418.87,175289.39,1
301518.87,175289.39,0
301618.87,175289.39,1
301718.87,175289.39,0
301818.87,175289.39,1
301918.87,175289.39,0
302018.87,175289.39,0
302118.87,175289.39,0
302218.87,175289.39,0
302318.87,175289.39,0
302418.87,175289.39,0
302518.87,175289.39,0
302618.87,175289.39,0
302718.87,175289.39,0
302818.87,175289.39,1
303218.87,175289.39,0
303318.87,175289.39,0
303418.87,175289.39,0
303518.87,175289.39,0
303618.87,175289.39,1
303718.87,175289.39,1
303818.87,175289.39,1
303918.87,175289.39,1
304018.87,175289.39,1
304118.87,175289.39,0
304218.87,175289.39,0
304318.87,175289.39,0
300618.87,175389.39,1
300718.87,175389.39,1
300818.87,175389.39,1
300918.87,175389.39,1
301018.87,175389.39,0
301118.87,175389.39,0
301218.87,175389.39,1
301318.87,175389.39,1
301418.87,175389.39,1
301518.87,175389.39,0
301618.87,175389.39,0
301718.87,175389.39,0
301818.87,175389.39,0
301918.87,175389.39,0
302018.87,175389.39,0
302118.87,175389.39,0
302218.87,175389.39,0
302318.87,175389.39,0
302418.87,175389.39,0
302518.87,175389.39,0
302618.87,175389.39,0
302718.87,175389.39,0
303218.87,175389.39,0
303318.87,175389.39,0
303418.87,175389.39,0
303518.87,175389.39,0
303618.87,175389.39,1
303718.87,175389.39,1
303818.87,175389.39,1
303918.87,175389.39,1
304018.87,175389.39,0
304118.87,175389.39,0
304218.87,175389.39,0
304318.87,175389.39,0
304418.87,175389.39,0
304518.87,175389.39,0
300518.87,175489.39,1
300618.87,175489.39,0
300718.87,175489.39,1
300818.87,175489.39,1
300918.87,175489.39,1
301018.87,175489.39,0
301118.87,175489.39,0
301218.87,175489.39,0
301318.87,175489.39,0
301418.87,175489.39,1
301518.87,175489.39,0
301618.87,175489.39,0
301718.87,175489.39,0
301818.87,175489.39,0
301918.87,175489.39,0
302018.87,175489.39,0
302118.87,175489.39,0
302218.87,175489.39,0
302318.87,175489.39,0
302418.87,175489.39,0
302518.87,175489.39,0
302618.87,175489.39,0
303118.87,175489.39,0
303218.87,175489.39,0
303318.87,175489.39,1
303418.87,175489.39,0
303518.87,175489.39,1
303618.87,175489.39,1
303718.87,175489.39,1
303818.87,175489.39,0
303918.87,175489.39,0
304018.87,175489.39,0
304118.87,175489.39,0
304218.87,175489.39,0
304318.87,175489.39,0
304418.87,175489.39,0
304518.87,175489.39,0
304618.87,175489.39,0
300418.87,175589.39,1
300518.87,175589.39,1
300618.87,175589.39,1
300718.87,175589.39,1
300818.87,175589.39,1
300918.87,175589.39,1
301018.87,175589.39,0
301118.87,175589.39,1
301218.87,175589.39,1
301318.87,175589.39,0
301418.87,175589.39,0
301518.87,175589.39,0
301618.87,175589.39,0
301718.87,175589.39,0
301818.87,175589.39,0
301918.87,175589.39,0
302018.87,175589.39,0
302118.87,175589.39,0
302218.87,175589.39,0
302318.87,175589.39,0
302418.87,175589.39,1
302518.87,175589.39,0
303018.87,175589.39,0
303118.87,175589.39,0
303218.87,175589.39,0
303318.87,175589.39,0
303418.87,175589.39,0
303518.87,175589.39,1
303618.87,175589.39,0
303718.87,175589.39,0
303818.87,175589.39,0
303918.87,175589.39,0
304018.87,175589.39,0
304118.87,175589.39,0
304218.87,175589.39,0
304318.87,175589.39,0
304418.87,175589.39,0
304518.87,175589.39,0
304618.87,175589.39,0
304718.87,175589.39,0
300318.87,175689.39,1
300418.87,175689.39,1
300518.87,175689.39,1
300618.87,175689.39,1
300718.87,175689.39,0
300818.87,175689.39,0
300918.87,175689.39,0
301018.87,175689.39,0
301118.87,175689.39,0
301218.87,175689.39,1
301318.87,175689.39,0
301418.87,175689.39,0
301518.87,175689.39,0
301618.87,175689.39,0
301718.87,175689.39,0
301818.87,175689.39,0
301918.87,175689.39,0
302018.87,175689.39,0
302118.87,175689.39,0
302218.87,175689.39,0
302318.87,175689.39,0
302418.87,175689.39,0
302518.87,175689.39,0
302918.87,175689.39,0
303018.87,175689.39,0
303118.87,175689.39,0
303218.87,175689.39,0
303318.87,175689.39,0
303418.87,175689.39,1
303518.87,175689.39,0
303618.87,175689.39,0
303718.87,175689.39,0
303818.87,175689.39,0
303918.87,175689.39,0
304018.87,175689.39,0
304118.87,175689.39,0
304218.87,175689.39,0
304318.87,175689.39,0
304418.87,175689.39,0
304518.87,175689.39,0
304618.87,175689.39,0
304718.87,175689.39,0
304818.87,175689.39,0
300218.87,175789.39,1
300318.87,175789.39,1
300418.87,175789.39,1
300518.87,175789.39,1
300618.87,175789.39,1
300718.87,175789.39,1
